Paper's Reference [-],Fluid 1 [-],Fluid 1 Superficial Velocity [m/s],Fluid 1 Viscosity [Pa.s],Fluid 1 Density [kg/m³],Fluid 2 [-],Fluid 2 Superficial Velocity [m/s],Fluid 2 Viscosity [Pa.s],Fluid 2 Density [kg/m³],Internal Diameter [m],Duct Inclination [°],Interfacial Tension [N/m],Pressure Gradient [Pa/m],Model Prediction Pressure Gradient [Pa/m]
Payne et al.,Water,0.633247936076416,0.0008573,997.164216011128,Natural Gas,4.44961812939843,1.64531438409606e-05,27.8077841912207,0.051,7.02,0.06,1357.3024536,1572.48747462117
Payne et al.,Water,0.633247936076416,0.0008573,997.164216011128,Natural Gas,2.50066916791094,1.64329664935099e-05,27.2335821577737,0.051,7.02,0.06,1266.81562336,1703.88559016698
Payne et al.,Water,0.298157989816919,0.0009621,998.144456005469,Natural Gas,5.91697203851837,1.60398403463722e-05,21.3659593310226,0.051,7.02,0.06,814.38147216,1037.9029417701
Payne et al.,Water,0.298157989816919,0.0009015,997.610174432762,Natural Gas,4.87373948817514,1.61090759643416e-05,20.0973541799438,0.051,7.02,0.06,633.40781168,877.194226871106
Payne et al.,Water,0.298157989816919,0.0008573,997.164216011128,Natural Gas,3.70393337222626,1.6183396813964e-05,19.671546449431,0.051,7.02,0.06,588.16439656,736.095285443346
Payne et al.,Water,0.298157989816919,0.0008165,996.711101540728,Natural Gas,2.0798393571549,1.62081769007869e-05,17.5929630463937,0.051,7.02,0.06,769.13805704,1212.95472877644
Payne et al.,Water,0.298157989816919,0.0007972,996.484660474,Natural Gas,2.03175562251734,1.61935292723571e-05,15.5611536433097,0.051,7.02,0.06,633.40781168,1186.81654397218
Payne et al.,Water,0.298157989816919,0.000788,996.371973544373,Natural Gas,1.94973345981717,1.61910856622012e-05,14.6824140550227,0.051,7.02,0.06,588.16439656,1149.67949545256
Payne et al.,Water,0.298157989816919,0.000788,996.371973544373,Natural Gas,1.2913662411816,1.61883086863768e-05,14.5811909315824,0.051,7.02,0.06,542.92098144,924.147081756486
Payne et al.,Water,0.298157989816919,0.0007787,996.259838668918,Natural Gas,0.990988164377667,1.6205288013769e-05,14.3979575236673,0.051,7.02,0.06,407.19073608,864.600182092029
Payne et al.,Water,0.298157989816919,0.0007698,996.148405029611,Natural Gas,0.623640990973001,1.62251778334003e-05,14.3212888886604,0.051,7.02,0.06,452.4341512,855.032701795695
Payne et al.,Water,0.373823461552934,0.0007523,995.928246020138,Natural Gas,0.628570204045078,1.62660471343063e-05,14.2089821265125,0.051,7.02,0.06,407.19073608,903.644161496103
Payne et al.,Water,0.373823461552934,0.000761,996.037823373272,Natural Gas,2.26672360940612,1.62506650051829e-05,14.4512740810351,0.051,7.02,0.06,542.92098144,1344.81335956892
Payne et al.,Water,0.373823461552934,0.000788,996.371973544373,Natural Gas,3.13984409652026,1.61891410446314e-05,14.6115578686145,0.051,7.02,0.06,633.40781168,775.618456493143
Payne et al.,Water,0.46390140409581,0.0010892,998.993511105967,Natural Gas,1.76212230593593,1.58891111458758e-05,22.790007677,0.051,7.02,0.06,814.38147216,1259.20952416129
Payne et al.,Water,0.46390140409581,0.0010155,998.543349026334,Natural Gas,1.57347291324481,1.59930532159276e-05,22.6156750200638,0.051,7.02,0.06,814.38147216,1173.82311267869
Payne et al.,Water,0.461199065819524,0.0009494,998.040352215787,Natural Gas,1.22806531952717,1.60919136503643e-05,22.2937068777274,0.051,7.02,0.06,769.13805704,1053.04320119343
Payne et al.,Water,0.461199065819524,0.000913,997.71952691992,Natural Gas,0.905348908642693,1.61537168570266e-05,22.1789677748339,0.051,7.02,0.06,904.8683024,985.564254341159
Payne et al.,Water,0.46390140409581,0.000868,997.276719873082,Natural Gas,0.544385364541175,1.62321298293143e-05,21.9064107394783,0.051,7.02,0.06,904.8683024,978.482700392118
Payne et al.,Water,0.544070772958969,0.0007972,996.484660474,Natural Gas,0.531808370124468,1.63768090790192e-05,21.6710233533743,0.051,7.02,0.06,859.62488728,1023.64180086851
Payne et al.,Water,0.544070772958969,0.0007523,995.928246020138,Natural Gas,1.02548386758243,1.64805144050442e-05,21.5244976767961,0.051,7.02,0.06,814.38147216,1045.8142149026
Payne et al.,Water,0.544070772958969,0.0007698,996.148405029611,Natural Gas,1.38772943827288,1.64417680522444e-05,21.6685135051316,0.051,7.02,0.06,814.38147216,1136.40709016955
Payne et al.,Water,0.544070772958969,0.0007191,995.503081593625,Natural Gas,1.6433194503976,1.65652082218323e-05,21.4690370500883,0.051,7.02,0.06,814.38147216,1212.11158247555
Payne et al.,Water,0.544070772958969,0.0007113,995.400866229229,Natural Gas,1.91198937907709,1.65900923310342e-05,21.5747970300081,0.051,7.02,0.06,904.8683024,1314.18695327267
Payne et al.,Water,0.633247936076416,0.0006959,995.202454312584,Natural Gas,1.80267824519544,1.66365112406592e-05,21.6809912828612,0.051,7.02,0.06,950.11171752,1334.28910638248
Payne et al.,Water,0.633247936076416,0.000681,995.013166190402,Natural Gas,1.46940732710917,1.66792857996911e-05,21.6727238553737,0.051,7.02,0.06,1131.085378,1211.42648378194
Payne et al.,Water,0.633247936076416,0.000681,995.013166190402,Natural Gas,1.02890218484622,1.66789771502374e-05,21.6628366638339,0.051,7.02,0.06,859.62488728,1098.40084634719
Payne et al.,Water,0.633247936076416,0.0006737,994.922361758504,Natural Gas,0.641169545212512,1.66975785484518e-05,21.5699166906697,0.051,7.02,0.06,904.8683024,1060.8930979351
Payne et al.,Water,0.725127437470149,0.0007035,995.300602610884,Natural Gas,0.620247794564436,1.66180664801214e-05,21.7795817910933,0.051,7.02,0.06,950.11171752,1118.19024169709
Payne et al.,Water,0.725127437470149,0.0006666,994.834343447751,Natural Gas,0.976462166469011,1.67178704331283e-05,21.5315135060761,0.051,7.02,0.06,814.38147216,1148.06910211698
Payne et al.,Water,0.725127437470149,0.0006883,995.106586550273,Natural Gas,1.52560255972731,1.6605018688147e-05,19.9583518813681,0.051,7.02,0.06,859.62488728,1297.31132721476
Payne et al.,Water,0.725127437470149,0.0006883,995.106586550273,Natural Gas,1.8278927469918,1.66060688192111e-05,19.9930189938171,0.051,7.02,0.06,950.11171752,1410.54009996731
Payne et al.,Water,0.2098816061249,0.000913,997.71952691992,Natural Gas,7.71470470809247,1.63789405287979e-05,28.7457223493239,0.051,7.02,0.06,814.38147216,1104.06121457405
Payne et al.,Water,0.2098816061249,0.000868,997.276719873082,Natural Gas,6.33578675754071,1.63731847123767e-05,26.1336032455956,0.051,7.02,0.06,769.13805704,887.92106863757
Payne et al.,Water,0.2098816061249,0.0008068,996.59775183211,Natural Gas,3.43380836567144,1.64247456488114e-05,23.8189030876069,0.051,7.02,0.06,678.6512268,565.473142700242
Payne et al.,Water,0.117101325305738,0.000788,996.371973544373,Natural Gas,3.16916362419888,1.64771124306129e-05,24.0961645349753,0.051,7.02,0.06,452.4341512,380.087349977679
Payne et al.,Water,0.118002104731167,0.0007438,995.819826872428,Natural Gas,7.0060391222592,1.65960107591442e-05,24.4344682427551,0.051,7.02,0.06,226.2170756,641.367188157943
Payne et al.,Water,0.118002104731167,0.0007523,995.928246020138,Natural Gas,9.16844758120332,1.65721478045676e-05,24.3632794665697,0.051,7.02,0.06,995.35513264,842.830741842886
Payne et al.,Water,0.118002104731167,0.0007035,995.300602610884,Natural Gas,2.00214451798356,1.66118352828107e-05,21.5807722813617,0.051,7.02,0.06,407.19073608,501.048742774987
Payne et al.,Water,0.118002104731167,0.0006959,995.202454312584,Natural Gas,1.65485974194063,1.66281448309547e-05,21.4130797200982,0.051,7.02,0.06,407.19073608,883.216120636234
Payne et al.,Water,0.118002104731167,0.0006666,994.834343447751,Natural Gas,1.28952861621522,1.67135913343782e-05,21.3935857142275,0.051,7.02,0.06,316.70390584,775.328595004285
Payne et al.,Water,0.118002104731167,0.0006337,994.442118286715,Natural Gas,1.06464237552033,1.67924163951611e-05,20.4626756082686,0.051,7.02,0.06,633.40781168,730.015004078165
Payne et al.,Water,0.118002104731167,0.0006211,994.310877054081,Natural Gas,0.720843777282494,1.68400228850823e-05,20.6193805764885,0.051,7.02,0.06,452.4341512,713.526944047278
Payne et al.,Water,0.0765662511614443,0.0006211,994.310877054081,Natural Gas,0.71151995189516,1.68342875619551e-05,20.4296316754779,0.051,7.02,0.06,633.40781168,681.936673807683
Payne et al.,Water,0.0765662511614443,0.00064,994.513594126943,Natural Gas,1.02002209723016,1.67892040787778e-05,21.0613331890706,0.051,7.02,0.06,723.89464192,692.572756231989
Payne et al.,Water,0.0765662511614443,0.0007035,995.300602610884,Natural Gas,1.3850185920918,1.66359460148799e-05,22.3461888938283,0.051,7.02,0.06,180.97366048,770.311952389706
Payne et al.,Water,0.0765662511614443,0.0006666,994.834343447751,Natural Gas,2.1508392999764,1.67448553517336e-05,22.3935622051297,0.051,7.02,0.06,135.73024536,522.680960648574
Payne et al.,Water,0.0756654717360156,0.000681,995.013166190402,Natural Gas,6.75578348942907,1.67605507065186e-05,24.2186756768877,0.051,7.02,0.06,135.73024536,473.521770038944
Payne et al.,Water,0.0756654717360156,0.000681,995.013166190402,Natural Gas,8.24225188671087,1.67902657557123e-05,25.123353702785,0.051,7.02,0.06,271.46049072,592.394571594966
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,1.62995,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,2.17918,3.54120218483022
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,2.40146,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,5.08475,6.86082761576832
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,3.28503,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,10.16949,11.7988356245995
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,4.10651,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,18.15981,17.4169960485492
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,4.82841,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,25.06053,23.1359793471289
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,5.69972,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,34.50363,30.9786456241297
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,6.48407,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,47.2155,38.8921822749321
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,7.30586,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,62.46973,48.0279828177932
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,8.27711,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,81.71913,59.9125550844523
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,8.98682,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,94.79419,69.3259018238215
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,9.85875,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,119.12833,103.025608185217
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,10.68102,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,146.00484,116.626709865573
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,11.61551,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,179.05569,132.946791202798
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,12.34983,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,185.23002,146.406841083126
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,13.359,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,219.00726,165.805964190468
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,13.94441,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,234.6247,177.532232434201
Vuong et al.,Mineral Oil (Isopar-L),0.01,0.0013,760.0,Nitrogen,15.15253,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,265.49637,202.816767960975
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,1.61764,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,5.44794,3.87094176595985
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,2.38894,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,3.26877,7.32436702470553
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,3.26022,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,11.98547,12.333229010739
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,4.1066,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,20.33898,18.2616001531003
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,4.8161,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,28.3293,24.0037300274982
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,5.61275,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,37.4092,31.2623764226686
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,6.60872,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,52.66344,41.5073984153365
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,7.29363,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,67.55448,49.2874544386222
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,8.27723,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,84.6247,88.3132947012375
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,8.97456,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,99.15254,99.214121616746
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,9.85895,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,123.84988,113.763573514953
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,10.6564,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,152.54237,127.568356378368
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,11.60328,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,184.14044,144.793002036579
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,12.31351,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,209.56416,158.299407161408
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,13.32287,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,247.69976,178.349155276552
Vuong et al.,Mineral Oil (Isopar-L),0.02,0.0013,760.0,Nitrogen,13.93331,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,266.94915,190.956966199615
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,1.63003,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,3.99516,4.28729813275288
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,2.3765,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,3.26877,7.76699037865054
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,3.26025,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,12.71186,12.9968048877862
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,4.10663,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,21.06538,19.0723333470724
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,4.80369,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,29.05569,24.8268039189349
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,5.65019,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,40.31477,32.6957426479714
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,6.47184,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,52.30024,41.2311140502947
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,7.29373,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,70.09685,80.6458508132252
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,8.28992,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,90.79903,96.1139545500426
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,8.96224,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,102.05811,107.123108787451
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,9.88424,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,133.65617,122.957011019573
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,10.64404,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,154.35835,136.637767692291
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,11.60318,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,181.59806,154.713423121267
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,12.27616,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,208.83777,167.927131203255
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,13.29778,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,242.61501,188.8136470919
Vuong et al.,Mineral Oil (Isopar-L),0.03,0.0013,760.0,Nitrogen,13.94595,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,271.6707,202.577521861322
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,1.61766,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,5.81114,4.60157569502851
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,2.37659,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,5.44794,8.26614855466604
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,3.27276,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,14.52785,13.731746966301
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,4.1067,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,22.88136,19.8652981040539
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,4.80383,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,32.32446,25.7352792752281
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,5.65036,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,44.30993,33.7420027646911
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,6.47202,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,56.6586,42.4090420807467
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,7.29394,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,75.1816,86.504763668449
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,8.29012,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,95.52058,102.671722314136
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,8.97491,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,107.50605,114.353750728357
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,9.89701,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,141.64649,130.806200560932
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,10.71909,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,164.16465,146.164612401158
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,11.57867,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,190.67797,162.9115293735
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,12.30137,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,216.82809,177.530214460781
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,13.27298,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,244.79419,197.951060303041
Vuong et al.,Mineral Oil (Isopar-L),0.04,0.0013,760.0,Nitrogen,13.90867,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,272.76029,211.783590218597
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,1.61767,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,6.17433,4.96715931338181
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,2.38906,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,6.17433,8.831978901173
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,3.27281,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,15.61743,14.3776260971574
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,4.10678,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,24.69734,20.6474578260912
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,4.81635,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,34.14044,26.7420026654671
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,5.65042,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,45.76271,34.769612905768
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,6.47219,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,60.65375,83.6984346224438
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,7.29405,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,77.72397,97.4067409667598
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,8.29029,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,99.51574,114.921168977882
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,8.97515,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,113.31719,127.525012727249
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,9.89721,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,146.36804,145.210892378864
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,10.70692,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,170.70218,161.412938973454
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,11.554,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,195.76271,179.027243791798
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,12.36363,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,217.91768,196.491676196962
Vuong et al.,Mineral Oil (Isopar-L),0.05,0.0013,760.0,Nitrogen,13.27322,1.7901537022e-05,24.9447128978322,0.1524,0.0,0.024,250.60533,216.838374752929
