Paper's Reference [-],Fluid 1 [-],Fluid 1 Superficial Velocity [m/s],Fluid 1 Viscosity [Pa.s],Fluid 1 Density [kg/m³],Fluid 2 [-],Fluid 2 Superficial Velocity [m/s],Fluid 2 Viscosity [Pa.s],Fluid 2 Density [kg/m³],Internal Diameter [m],Duct Inclination [°],Interfacial Tension [N/m],Model Prediction [-],Flow Pattern [-],Flow Pattern Shoham [-],Unified Flow Pattern [-]
Barnea et al. (1982),Water,0.0245346777403197,0.001139,999.0,Air,2.77887845998478,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.0251454928059024,0.001139,999.0,Air,4.1655159139411,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.00980070061753137,0.001139,999.0,Air,4.18104342823048,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.0412410261788013,0.001139,999.0,Air,4.30100206837355,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.0155160410445495,0.001139,999.0,Air,4.31607736977372,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.00396150091732904,0.001139,999.0,Air,6.35208170809347,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.00619793451873786,0.001139,999.0,Air,6.43161707874919,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.040325584745458,0.001139,999.0,Air,6.63426760175982,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.010165208600794,0.001139,999.0,Air,6.64080966924329,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.0159035037940377,0.001139,999.0,Air,6.65948997571247,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.0254741488205372,0.001139,999.0,Air,6.67921022710692,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.0252000763540069,0.001139,999.0,Air,9.72468505473216,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.0039194591552953,0.001139,999.0,Air,9.79876886136424,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.0157335634334469,0.001139,999.0,Air,9.98030708479117,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.0403693285748639,0.001139,999.0,Air,10.136694523488,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.00993932301017619,0.001139,999.0,Air,10.1451903416885,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.00613261173032897,0.001139,999.0,Air,10.2124071279699,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.00370013396604661,0.001139,999.0,Air,16.3219437663668,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.00938267573778921,0.001139,999.0,Air,16.576476728114,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.00592729328305756,0.001139,999.0,Air,16.8503343807488,1.7965e-05,1.2257,0.0255,0.0,0.0735,Stratified,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.00370405647552243,0.001139,999.0,Air,24.6996661509765,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.00629396798967769,0.001139,999.0,Air,26.2567367622604,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Stratified Wavy,Stratified Wavy,Stratified
Barnea et al. (1982),Water,0.0404180991428521,0.001139,999.0,Air,16.2525148067807,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.247914320024134,0.001139,999.0,Air,16.2809729701661,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.154776652518996,0.001139,999.0,Air,16.390053808387,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.0632358131645094,0.001139,999.0,Air,16.4560149896575,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.397117640299354,0.001139,999.0,Air,16.4872668202994,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.100104776612141,0.001139,999.0,Air,16.503524954374,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.0240735665750848,0.001139,999.0,Air,16.6747954553418,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.015570425811533,0.001139,999.0,Air,16.9527835742901,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.245319574403557,0.001139,999.0,Air,26.6097502425201,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.540068318135294,0.001139,999.0,Air,26.7418678715534,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.00928424506927887,0.001139,999.0,Air,26.8329550854301,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.388360093492593,0.001139,999.0,Air,26.9449266572327,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.153160487548986,0.001139,999.0,Air,27.0473667541765,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.100238062916522,0.001139,999.0,Air,27.7665398753129,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.040953433966945,0.001139,999.0,Air,27.87828531504,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.0640717881993398,0.001139,999.0,Air,27.9567057094586,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.0249726032024399,0.001139,999.0,Air,28.0609180462629,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.0154086000463211,0.001139,999.0,Air,28.5202917245164,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.00379702103215381,0.001139,999.0,Air,39.991129410009,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.00608264782611714,0.001139,999.0,Air,41.685448957679,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.676284162316147,0.001139,999.0,Air,41.7131911464839,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.398067934385027,0.001139,999.0,Air,41.9771473391776,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.251464222161098,0.001139,999.0,Air,42.2615138011973,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.153337965375697,0.001139,999.0,Air,42.5383721374941,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.0633918209523882,0.001139,999.0,Air,43.1262238052018,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.0409998793241558,0.001139,999.0,Air,43.4247940292216,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.00940582354617475,0.001139,999.0,Air,43.4419174829182,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.0252971294551914,0.001139,999.0,Air,43.7125042644434,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.103966120285655,0.001139,999.0,Air,44.1019830696775,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,0.015246577634854,0.001139,999.0,Air,45.7241953268762,1.7965e-05,1.2257,0.0255,0.0,0.0735,Annular,Annular,Annular,Annular
Barnea et al. (1982),Water,2.57442232831808,0.001139,999.0,Air,0.0412618634583179,1.7965e-05,1.2257,0.0255,0.0,0.0735,Intermittent,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,2.5175250977538,0.001139,999.0,Air,0.0661468004268079,1.7965e-05,1.2257,0.0255,0.0,0.0735,Intermittent,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,2.49093040277286,0.001139,999.0,Air,0.1040237760523,1.7965e-05,1.2257,0.0255,0.0,0.0735,Intermittent,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,2.58350950961352,0.001139,999.0,Air,0.163638240678221,1.7965e-05,1.2257,0.0255,0.0,0.0735,Intermittent,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,2.49676810053309,0.001139,999.0,Air,0.259793651857029,1.7965e-05,1.2257,0.0255,0.0,0.0735,Intermittent,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,2.58950036688433,0.001139,999.0,Air,0.404759037230586,1.7965e-05,1.2257,0.0255,0.0,0.0735,Intermittent,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,2.84900894003126,0.001139,999.0,Air,0.668390236185368,1.7965e-05,1.2257,0.0255,0.0,0.0735,Intermittent,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,4.25163664062413,0.001139,999.0,Air,0.638558633685294,1.7965e-05,1.2257,0.0255,0.0,0.0735,Dispersed,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,4.15797869850323,0.001139,999.0,Air,1.05369104276806,1.7965e-05,1.2257,0.0255,0.0,0.0735,Dispersed,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,4.11385179947384,0.001139,999.0,Air,1.62543170158197,1.7965e-05,1.2257,0.0255,0.0,0.0735,Dispersed,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,4.16751787558145,0.001139,999.0,Air,2.58131421617926,1.7965e-05,1.2257,0.0255,0.0,0.0735,Dispersed,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,4.17224426449844,0.001139,999.0,Air,4.02080102472491,1.7965e-05,1.2257,0.0255,0.0,0.0735,Dispersed,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,4.12877976948154,0.001139,999.0,Air,6.6994840904945,1.7965e-05,1.2257,0.0255,0.0,0.0735,Intermittent,Dispersed Bubble,Dispersed Bubbles,Dispersed
Barnea et al. (1982),Water,0.0402869777466453,0.001139,999.0,Air,0.0258513127914988,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0252208876253745,0.001139,999.0,Air,0.025905664067852,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00988712975653273,0.001139,999.0,Air,0.0260146778410292,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00627750322036539,0.001139,999.0,Air,0.0260677249833264,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00244035289853356,0.001139,999.0,Air,0.0261784057465193,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0982764779382252,0.001139,999.0,Air,0.0263590577241367,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0650123845907414,0.001139,999.0,Air,0.0264079449096043,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.161216066261687,0.001139,999.0,Air,0.0270512114614935,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.155319606997573,0.001139,999.0,Air,0.0978005981028029,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0997707788492214,0.001139,999.0,Air,0.0979949051589647,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0648786094053377,0.001139,999.0,Air,0.0981842035861311,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0397937530506489,0.001139,999.0,Air,0.0983996558990321,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0261431063009656,0.001139,999.0,Air,0.0985852122363604,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0101684316281135,0.001139,999.0,Air,0.0990035582305297,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00652731809725971,0.001139,999.0,Air,0.0992005587608435,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00246559297565174,0.001139,999.0,Air,0.0996345910478886,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.102582968235779,0.001139,999.0,Air,0.381786293038891,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0631366962226483,0.001139,999.0,Air,0.382618173456268,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0411982882658538,0.001139,999.0,Air,0.38335134938201,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0266208543363597,0.001139,999.0,Air,0.384102803428247,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.010633287455995,0.001139,999.0,Air,0.385686747615552,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00677533569752983,0.001139,999.0,Air,0.386467039034396,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00257240581954731,0.001139,999.0,Air,0.388149042852769,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.161005329904168,0.001139,999.0,Air,0.404019584690469,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0402924477377987,0.001139,999.0,Air,0.612801668648487,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0265880078655853,0.001139,999.0,Air,0.613945083671022,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0103224465160888,0.001139,999.0,Air,0.616555450025802,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00253178874485991,0.001139,999.0,Air,0.620453387128003,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.103296414305703,0.001139,999.0,Air,0.632066033516033,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0656012096469361,0.001139,999.0,Air,0.633354175598275,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.167177404206378,0.001139,999.0,Air,0.676669755114378,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.156446537220607,0.001139,999.0,Air,0.957615537698162,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0639697911435827,0.001139,999.0,Air,0.96606725689949,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0411690463855523,0.001139,999.0,Air,0.967978424218376,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0106604553179929,0.001139,999.0,Air,0.985346631533301,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.104135463418771,0.001139,999.0,Air,0.986830036207378,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0265121109174944,0.001139,999.0,Air,0.992902785180162,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00252833985422728,0.001139,999.0,Air,1.02717981799414,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00255894943040952,0.001139,999.0,Air,1.60376103913038,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0266785439188105,0.001139,999.0,Air,1.60570654333005,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0169532467448687,0.001139,999.0,Air,1.64715003736118,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.0105090735508204,0.001139,999.0,Air,1.65068611739912,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.010595549076895,0.001139,999.0,Air,2.45483251978905,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00671240180389181,0.001139,999.0,Air,2.4932005923397,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00409181466138274,0.001139,999.0,Air,2.49874061817859,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00256904901361083,0.001139,999.0,Air,2.65514110053565,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00407786354127697,0.001139,999.0,Air,4.00538068864958,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,0.00250821236993727,0.001139,999.0,Air,4.18835032258538,1.7965e-05,1.2257,0.051,0.0,0.0735,Stratified,Smooth Stratified,Smooth Stratified,Stratified
Barnea et al. (1982),Water,2.84745931613008,0.001139,999.0,Air,0.0244857739692115,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Elongated Bubble,Elongated Bubbles,Intermittent
Barnea et al. (1982),Water,1.01162524818437,0.001139,999.0,Air,0.024889790648888,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Elongated Bubble,Elongated Bubbles,Intermittent
Barnea et al. (1982),Water,1.58103866499751,0.001139,999.0,Air,0.025132959171486,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Elongated Bubble,Elongated Bubbles,Intermittent
Barnea et al. (1982),Water,0.254707608091794,0.001139,999.0,Air,0.0252212512292887,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Elongated Bubble,Elongated Bubbles,Intermittent
Barnea et al. (1982),Water,0.395409681989004,0.001139,999.0,Air,0.0252896435015521,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Elongated Bubble,Elongated Bubbles,Intermittent
Barnea et al. (1982),Water,2.7054934855085,0.001139,999.0,Air,0.0389036120751514,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Elongated Bubble,Elongated Bubbles,Intermittent
Barnea et al. (1982),Water,2.71500899173772,0.001139,999.0,Air,0.0648099762340387,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Elongated Bubble,Elongated Bubbles,Intermittent
Barnea et al. (1982),Water,2.68235440994695,0.001139,999.0,Air,0.0965590814285365,1.7965e-05,1.2257,0.051,0.0,0.0735,Intermittent,Elongated Bubble,Elongated Bubbles,Intermittent
